eventId,participantId,eventToken,action,timestamp_local,timestamp_utcoffset,eventType,eventDate,noSpecifiedTime,startTime,endTime,priority,reminderPrior,reminderPriorSixth,reminderPriorQuarter,reminderPriorHalf,reminderPriorWhole,reminderAtEvent,completed,recurring,recurringStartDate,recurringEndDate,recurringFrequency,recurringSunday,recurringMonday,recurringTuesday,recurringWednesday,recurringThursday,recurringFriday,recurringSaturday,recurringHide,isHealthTrack,healthTrackGoal,healthTrackData,healthTrackType
1354,99,7A87DF2B-49C8-4BF8-AFA7-1ECF50929CA1,create,11/4/21 11:57,-700,scheduled,11/2/21,0,7:30:00,8:30:00,1,0,0,0,0,0,1,0,1,11/2/21,,daily,0,0,0,0,0,0,0,0,0,,,
1359,99,28D4E771-2C43-41EA-86DD-FE9238657464,create,11/4/21 12:33,-700,scheduled,11/2/21,0,9:30:00,10:00:00,0,0,1,0,1,0,1,0,0,11/2/21,,none,0,0,0,0,0,0,0,0,0,,,
1360,99,475096C1-9C69-4274-95D6-5D416D428B87,create,11/4/21 12:35,-700,scheduled,11/2/21,0,12:30:00,13:30:00,1,0,0,0,0,0,1,0,1,11/2/21,,daily,0,0,0,0,0,0,0,0,0,,,
1361,99,475096C1-9C69-4274-95D6-5D416D428B87,edit,11/4/21 12:36,-700,scheduled,11/4/21,0,12:30:00,13:30:00,1,0,0,0,0,0,1,0,1,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
1362,99,1324DD04-ABD9-4C8E-A79A-A372BCAED84D,create,11/4/21 12:37,-700,scheduled,11/4/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
1363,99,96F478F6-48D6-488A-B06E-85D64A74C6C1,create,11/4/21 12:38,-700,scheduled,11/4/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
1364,99,475096C1-9C69-4274-95D6-5D416D428B87,edit,11/4/21 12:38,-700,scheduled,11/4/21,0,12:30:00,13:30:00,1,0,0,0,0,0,1,0,1,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
1365,99,7A87DF2B-49C8-4BF8-AFA7-1ECF50929CA1,edit,11/4/21 12:39,-700,scheduled,11/4/21,0,7:30:00,8:30:00,1,0,0,0,0,0,1,0,1,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
1366,99,28D4E771-2C43-41EA-86DD-FE9238657464,edit,11/4/21 12:39,-700,scheduled,11/4/21,0,9:30:00,10:00:00,1,0,0,0,0,0,0,0,0,11/2/21,,none,0,0,0,0,0,0,0,0,0,,,
1367,99,28D4E771-2C43-41EA-86DD-FE9238657464,delete,11/4/21 12:39,-700,scheduled,11/2/21,0,9:30:00,10:00:00,0,0,1,0,1,0,1,0,0,11/2/21,,none,0,0,0,0,0,0,0,0,0,,,
1368,99,6852D092-E152-419E-92DA-0D65295D3E6A,create,11/4/21 12:41,-700,scheduled,11/4/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
1369,99,96F478F6-48D6-488A-B06E-85D64A74C6C1,delete,11/4/21 12:41,-700,scheduled,11/4/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
1370,99,6852D092-E152-419E-92DA-0D65295D3E6A,edit,11/4/21 12:42,-700,scheduled,11/4/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,0,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
1371,99,291A4652-2001-4774-B09E-4767CD37897D,create,11/4/21 12:43,-700,scheduled,11/4/21,0,19:00:00,20:00:00,0,0,0,0,0,0,1,0,1,11/4/21,,daily,0,0,0,0,0,0,0,1,0,,,
1372,99,3E4A78DD-B511-4FA5-954C-8A2303589179,create,11/4/21 12:45,-700,scheduled,11/5/21,0,8:00:00,8:30:00,1,0,1,0,0,0,1,0,0,11/5/21,,none,0,0,0,0,0,0,0,0,0,,,
1373,99,CA2366DC-249A-47C3-AD22-A3CE61B847F9,create,11/4/21 12:47,-700,scheduled,11/6/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,0,11/6/21,,none,0,0,0,0,0,0,0,0,0,,,
1374,99,4A9C5C7A-E16B-4F66-B117-33C7FD8C893E,create,11/4/21 12:48,-700,scheduled,11/7/21,0,8:00:00,9:00:00,1,0,0,0,0,0,1,0,0,11/7/21,,none,0,0,0,0,0,0,0,0,0,,,
1375,99,949113E9-6D85-4F55-8B07-930BE4743B4F,create,11/4/21 12:49,-700,scheduled,11/8/21,0,8:00:00,9:00:00,1,0,0,0,0,0,1,0,0,11/8/21,,none,0,0,0,0,0,0,0,0,0,,,
1376,99,E7E457EB-0822-4CD0-B0C7-BD678B7CAB5B,create,11/4/21 12:49,-700,scheduled,11/9/21,0,7:00:00,8:00:00,1,0,0,0,0,0,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1377,99,1324DD04-ABD9-4C8E-A79A-A372BCAED84D,delete,11/4/21 12:50,-700,scheduled,11/4/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
1378,99,FB3F24B6-1801-4CAB-A849-CFA3CEF58114,create,11/4/21 12:51,-700,scheduled,11/4/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,0,1,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
1379,99,6C22B166-E0C1-44C8-A3A4-5F1FDC10C852,create,11/4/21 12:53,-700,scheduled,11/9/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/9/21,,weekly,0,0,0,0,1,0,0,0,0,,,
1380,99,26C9103D-11AF-4D9E-9C7E-22781D1A0E04,create,11/4/21 12:55,-700,scheduled,11/15/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/15/21,,weekly,0,1,0,0,1,0,0,0,1,,,phex
1381,99,7A87DF2B-49C8-4BF8-AFA7-1ECF50929CA1,edit,11/4/21 12:58,-700,scheduled,11/15/21,0,7:30:00,8:30:00,1,0,0,0,0,0,1,0,1,11/15/21,,daily,0,0,0,0,0,0,0,0,1,,,wellx
1382,99,7A87DF2B-49C8-4BF8-AFA7-1ECF50929CA1,edit,11/4/21 12:58,-700,scheduled,11/15/21,0,7:30:00,8:30:00,1,0,0,0,0,0,1,0,1,11/15/21,,daily,0,0,0,0,0,0,0,0,1,,,wellx
1383,99,7A87DF2B-49C8-4BF8-AFA7-1ECF50929CA1,edit,11/4/21 12:59,-700,scheduled,11/9/21,0,7:30:00,8:30:00,1,0,0,0,0,0,1,0,1,11/9/21,,daily,0,0,0,0,0,0,0,0,1,,,wellx
1384,99,19E29199-543E-4AA8-862D-6AF416216A17,create,11/4/21 13:00,-700,scheduled,11/9/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/9/21,,weekly,0,0,0,0,1,0,0,0,1,,,wellx
1385,99,B0E8B03F-DACE-4304-942E-A33E1A4B8FAF,create,11/4/21 13:02,-700,scheduled,11/9/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/9/21,,weekly,0,0,0,0,1,0,0,0,1,,,wellx
1386,99,26C9103D-11AF-4D9E-9C7E-22781D1A0E04,complete,11/4/21 13:03,-700,scheduled,11/15/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,1,0,11/15/21,,weekly,0,1,0,0,1,0,0,0,1,,55,phex
1387,99,FB3F24B6-1801-4CAB-A849-CFA3CEF58114,complete,11/4/21 13:04,-700,scheduled,11/9/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,1,0,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
1388,99,FB3F24B6-1801-4CAB-A849-CFA3CEF58114,complete,11/4/21 13:04,-700,scheduled,11/9/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,0,0,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
1389,99,B164D90B-E4DD-48FB-862A-B76CA4BDA383,create,11/4/21 13:05,-700,scheduled,11/9/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/9/21,,weekly,0,0,0,0,1,0,0,0,1,,,wellx
3060,99,7A87DF2B-49C8-4BF8-AFA7-1ECF50929CA1,complete,11/4/21 12:39,-700,scheduled,11/4/21,0,7:30:00,8:30:00,1,0,0,0,0,0,1,1,0,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
3061,99,28D4E771-2C43-41EA-86DD-FE9238657464,complete,11/4/21 12:39,-700,scheduled,11/4/21,0,9:30:00,10:00:00,1,0,0,0,0,0,0,1,0,11/2/21,,none,0,0,0,0,0,0,0,0,0,,,
3062,99,6852D092-E152-419E-92DA-0D65295D3E6A,complete,11/4/21 12:42,-700,scheduled,11/4/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,1,0,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
3066,99,6852D092-E152-419E-92DA-0D65295D3E6A,complete,11/16/21 9:30,-800,scheduled,11/16/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,0,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
3068,99,6852D092-E152-419E-92DA-0D65295D3E6A,edit,11/16/21 9:31,-800,scheduled,11/16/21,0,9:00:00,10:00:00,1,0,0,0,0,0,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
3069,99,475096C1-9C69-4274-95D6-5D416D428B87,complete,11/16/21 9:34,-800,scheduled,11/16/21,0,12:30:00,13:30:00,1,0,0,0,0,0,1,1,0,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
3070,99,475096C1-9C69-4274-95D6-5D416D428B87,complete,11/16/21 9:35,-800,scheduled,11/16/21,0,12:30:00,13:30:00,1,0,0,0,0,0,1,0,0,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
3112,99,475096C1-9C69-4274-95D6-5D416D428B87,delete,11/16/21 10:08,-800,scheduled,11/16/21,0,12:30:00,13:30:00,1,0,0,0,0,0,1,0,0,11/4/21,,daily,0,0,0,0,0,0,0,0,0,,,
3116,99,6852D092-E152-419E-92DA-0D65295D3E6A,delete,11/16/21 10:08,-800,scheduled,11/17/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/4/21,11/16/21,daily,0,0,0,0,0,0,0,0,0,,,
3117,99,475096C1-9C69-4274-95D6-5D416D428B87,delete,11/16/21 10:08,-800,scheduled,11/17/21,0,12:30:00,13:30:00,1,0,0,0,0,0,1,0,1,11/4/21,11/16/21,daily,0,0,0,0,0,0,0,0,0,,,
3119,99,291A4652-2001-4774-B09E-4767CD37897D,delete,11/16/21 10:08,-800,scheduled,11/17/21,0,19:00:00,20:00:00,0,0,0,0,0,0,1,0,1,11/4/21,11/16/21,daily,0,0,0,0,0,0,0,1,0,,,
3120,99,19E29199-543E-4AA8-862D-6AF416216A17,delete,11/16/21 10:09,-800,scheduled,11/18/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/9/21,11/16/21,weekly,0,0,0,0,1,0,0,0,1,,,wellx
3122,99,B0E8B03F-DACE-4304-942E-A33E1A4B8FAF,delete,11/16/21 10:09,-800,scheduled,11/18/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/9/21,11/16/21,weekly,0,0,0,0,1,0,0,0,1,,,wellx
3123,99,B164D90B-E4DD-48FB-862A-B76CA4BDA383,delete,11/16/21 10:09,-800,scheduled,11/18/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/9/21,11/16/21,weekly,0,0,0,0,1,0,0,0,1,,,wellx
3124,99,FB3F24B6-1801-4CAB-A849-CFA3CEF58114,delete,11/16/21 10:09,-800,scheduled,11/18/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,0,1,11/4/21,11/16/21,daily,0,0,0,0,0,0,0,0,0,,,
3125,99,26C9103D-11AF-4D9E-9C7E-22781D1A0E04,delete,11/16/21 10:09,-800,scheduled,11/18/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,1,11/15/21,11/16/21,weekly,0,1,0,0,1,0,0,0,1,,55,phex
3129,99,FB3F24B6-1801-4CAB-A849-CFA3CEF58114,delete,11/16/21 10:10,-800,scheduled,11/17/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,0,1,11/4/21,11/16/21,daily,0,0,0,0,0,0,0,0,0,,,
3148,99,291A4652-2001-4774-B09E-4767CD37897D,delete,11/16/21 10:20,-800,scheduled,11/16/21,0,19:00:00,20:00:00,0,0,0,0,0,0,1,0,1,11/4/21,11/16/21,daily,0,0,0,0,0,0,0,1,0,,,
3149,99,FB3F24B6-1801-4CAB-A849-CFA3CEF58114,delete,11/16/21 10:20,-800,scheduled,11/16/21,0,15:30:00,16:30:00,1,0,0,0,0,0,1,0,1,11/4/21,11/16/21,daily,0,0,0,0,0,0,0,0,0,,,
3150,99,6852D092-E152-419E-92DA-0D65295D3E6A,edit,11/16/21 10:21,-800,scheduled,11/16/21,0,9:00:00,10:00:00,0,0,0,0,0,0,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
3151,99,7A87DF2B-49C8-4BF8-AFA7-1ECF50929CA1,edit,11/16/21 10:21,-800,scheduled,11/16/21,0,7:30:00,8:30:00,0,0,0,0,0,0,1,0,1,11/16/21,,daily,0,0,0,0,0,0,0,0,1,,,wellx
3175,99,5797BFDE-BEEF-4AB7-BB3D-522E039847F7,create,11/16/21 10:43,-800,todo,11/16/21,1,,,0,0,0,0,0,0,1,0,0,11/16/21,,none,0,0,0,0,0,0,0,0,0,,,
3182,99,5797BFDE-BEEF-4AB7-BB3D-522E039847F7,complete,11/16/21 10:44,-800,todo,11/16/21,1,,,0,0,0,0,0,0,1,1,0,11/16/21,,none,0,0,0,0,0,0,0,0,0,,,
3183,99,5797BFDE-BEEF-4AB7-BB3D-522E039847F7,complete,11/16/21 10:44,-800,todo,11/16/21,1,,,0,0,0,0,0,0,1,0,0,11/16/21,,none,0,0,0,0,0,0,0,0,0,,,
3188,99,5797BFDE-BEEF-4AB7-BB3D-522E039847F7,edit,11/16/21 10:45,-800,todo,11/16/21,1,,,0,0,0,0,0,0,1,0,0,11/16/21,,none,0,0,0,0,0,0,0,0,0,,,
3189,99,5797BFDE-BEEF-4AB7-BB3D-522E039847F7,complete,11/16/21 10:45,-800,todo,11/16/21,1,,,0,0,0,0,0,0,1,1,0,11/16/21,,none,0,0,0,0,0,0,0,0,0,,,
3190,99,5797BFDE-BEEF-4AB7-BB3D-522E039847F7,complete,11/16/21 10:45,-800,todo,11/16/21,1,,,0,0,0,0,0,0,1,0,0,11/16/21,,none,0,0,0,0,0,0,0,0,0,,,
3194,99,5797BFDE-BEEF-4AB7-BB3D-522E039847F7,delete,11/16/21 10:46,-800,todo,11/16/21,1,,,0,0,0,0,0,0,1,0,0,11/16/21,,none,0,0,0,0,0,0,0,0,0,,,
3206,99,0B8BC849-157C-4137-8590-66E46090E34D,create,11/16/21 10:48,-800,todo,11/17/21,1,,,0,0,0,0,0,0,1,0,0,11/17/21,,none,0,0,0,0,0,0,0,0,0,,,
3222,99,595A0E2A-1611-4517-8325-850307DE6ACB,create,11/16/21 10:52,-800,todo,11/16/21,1,,,0,0,0,0,0,0,1,0,0,11/16/21,,none,0,0,0,0,0,0,0,0,0,,,
3255,99,6852D092-E152-419E-92DA-0D65295D3E6A,edit,11/16/21 10:57,-800,scheduled,11/16/21,0,10:00:00,12:00:00,0,0,0,0,0,0,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
