eventId,participantId,eventToken,action,timestamp_local,timestamp_utcoffset,eventType,eventDate,noSpecifiedTime,startTime,endTime,priority,reminderPrior,reminderPriorSixth,reminderPriorQuarter,reminderPriorHalf,reminderPriorWhole,reminderAtEvent,completed,recurring,recurringStartDate,recurringEndDate,recurringFrequency,recurringSunday,recurringMonday,recurringTuesday,recurringWednesday,recurringThursday,recurringFriday,recurringSaturday,recurringHide,isHealthTrack,healthTrackGoal,healthTrackData,healthTrackType
1677,95,CB7C594B-8984-435E-8F74-7A8751E7E2E9,create,11/9/21 10:31,-800,scheduled,11/9/21,0,13:00:00,15:00:00,0,0,0,1,0,0,0,0,1,11/9/21,,weekly,0,0,1,0,0,0,0,0,0,,,
1696,95,CB7C594B-8984-435E-8F74-7A8751E7E2E9,edit,11/9/21 10:34,-800,scheduled,11/9/21,0,13:00:00,15:00:00,0,0,0,1,0,0,0,0,1,11/9/21,,weekly,0,0,1,0,0,0,0,0,0,,,
1716,95,73C2784A-51DC-493A-81C8-DE874EFAB81C,create,11/9/21 10:38,-800,scheduled,11/9/21,0,10:00:00,12:00:00,1,0,0,0,1,1,1,0,1,11/9/21,,weekly,0,0,1,0,0,0,0,0,0,,,
1717,95,73C2784A-51DC-493A-81C8-DE874EFAB81C,complete,11/9/21 10:38,-800,scheduled,11/9/21,0,10:00:00,12:00:00,1,0,0,0,1,1,1,1,0,11/9/21,,weekly,0,0,1,0,0,0,0,0,0,,,
1718,95,73C2784A-51DC-493A-81C8-DE874EFAB81C,complete,11/9/21 10:38,-800,scheduled,11/9/21,0,10:00:00,12:00:00,1,0,0,0,1,1,1,0,0,11/9/21,,weekly,0,0,1,0,0,0,0,0,0,,,
1743,95,1DDD5729-27A2-4C20-9347-65ECF7FFEB5B,create,11/9/21 10:45,-800,scheduled,11/10/21,0,14:30:00,15:00:00,1,0,0,0,1,0,1,0,1,11/10/21,,monthly,0,0,0,0,0,0,0,0,0,,,
1774,95,73C2784A-51DC-493A-81C8-DE874EFAB81C,edit,11/9/21 10:57,-800,scheduled,11/9/21,0,10:00:00,12:00:00,1,0,0,0,0,1,1,0,0,11/9/21,,weekly,0,0,1,0,0,0,0,0,0,,,
1781,95,73C2784A-51DC-493A-81C8-DE874EFAB81C,edit,11/9/21 10:57,-800,scheduled,11/9/21,0,10:00:00,12:00:00,1,0,0,0,0,1,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1787,95,1DDD5729-27A2-4C20-9347-65ECF7FFEB5B,delete,11/9/21 11:00,-800,scheduled,12/10/21,0,14:30:00,15:00:00,1,0,0,0,1,0,1,0,1,11/10/21,11/9/21,monthly,0,0,0,0,0,0,0,0,0,,,
1806,95,321C0F5C-D73F-4EDF-9B80-9A22E3F2401A,create,11/9/21 11:05,-800,scheduled,11/11/21,0,13:30:00,15:30:00,0,0,0,0,0,0,1,0,0,11/11/21,,none,0,0,0,0,0,0,0,0,0,,,
