eventId,participantId,eventToken,action,timestamp_local,timestamp_utcoffset,eventType,eventDate,noSpecifiedTime,startTime,endTime,priority,reminderPrior,reminderPriorSixth,reminderPriorQuarter,reminderPriorHalf,reminderPriorWhole,reminderAtEvent,completed,recurring,recurringStartDate,recurringEndDate,recurringFrequency,recurringSunday,recurringMonday,recurringTuesday,recurringWednesday,recurringThursday,recurringFriday,recurringSaturday,recurringHide,isHealthTrack,healthTrackGoal,healthTrackData,healthTrackType
2156,129,F09A9E51-4582-460E-8AE3-BD78E151A5FE,create,11/10/21 15:44,-800,scheduled,11/10/21,0,15:00:00,17:00:00,1,0,0,0,0,1,1,0,0,11/10/21,,none,0,0,0,0,0,0,0,0,0,,,
2164,129,F09A9E51-4582-460E-8AE3-BD78E151A5FE,edit,11/10/21 15:47,-800,scheduled,11/10/21,0,15:00:00,17:00:00,1,0,0,0,0,1,1,0,0,11/10/21,,none,0,0,0,0,0,0,0,0,0,,,
2182,129,F09A9E51-4582-460E-8AE3-BD78E151A5FE,edit,11/10/21 15:49,-800,scheduled,11/10/21,0,15:00:00,17:00:00,1,0,0,0,0,1,1,0,0,11/10/21,,none,0,0,0,0,0,0,0,0,0,,,
2187,129,F09A9E51-4582-460E-8AE3-BD78E151A5FE,complete,11/10/21 15:51,-800,scheduled,11/10/21,0,15:00:00,17:00:00,1,0,0,0,0,1,1,1,0,11/10/21,,none,0,0,0,0,0,0,0,0,0,,,
2188,129,F09A9E51-4582-460E-8AE3-BD78E151A5FE,complete,11/10/21 15:51,-800,scheduled,11/10/21,0,15:00:00,17:00:00,1,0,0,0,0,1,1,0,0,11/10/21,,none,0,0,0,0,0,0,0,0,0,,,
2196,129,9D9B1521-542D-4B30-B003-24CA93740D1A,create,11/10/21 15:53,-800,scheduled,11/17/21,0,15:00:00,17:00:00,0,0,0,0,0,0,1,0,1,11/17/21,,weekly,0,0,0,1,0,0,0,0,0,,,
2224,129,C7659A07-C5C1-463A-A2BF-A2A3A08291CD,create,11/10/21 16:00,-800,scheduled,11/18/21,0,10:30:00,11:30:00,0,0,0,0,0,1,1,0,0,11/18/21,,none,0,0,0,0,0,0,0,0,0,,,
2236,129,7EA211B6-CB2C-4591-AF38-8FF5FB03619E,create,11/10/21 16:05,-800,scheduled,11/10/21,0,12:00:00,12:05:00,0,0,0,0,0,1,1,0,1,11/10/21,,daily,0,0,0,0,0,0,0,0,0,,,
2249,129,A60C77F6-9192-4AFF-8290-546483CA8E19,create,11/10/21 16:08,-800,scheduled,11/10/21,0,22:00:00,22:10:00,0,0,1,0,0,0,1,0,1,11/10/21,,daily,0,0,0,0,0,0,0,0,0,,,
2252,129,7EA211B6-CB2C-4591-AF38-8FF5FB03619E,edit,11/10/21 16:08,-800,scheduled,11/10/21,0,12:00:00,12:05:00,0,0,0,0,0,1,1,0,1,11/10/21,,daily,0,0,0,0,0,0,0,0,0,,,
