eventId,participantId,eventToken,action,timestamp_local,timestamp_utcoffset,eventType,eventDate,noSpecifiedTime,startTime,endTime,priority,reminderPrior,reminderPriorSixth,reminderPriorQuarter,reminderPriorHalf,reminderPriorWhole,reminderAtEvent,completed,recurring,recurringStartDate,recurringEndDate,recurringFrequency,recurringSunday,recurringMonday,recurringTuesday,recurringWednesday,recurringThursday,recurringFriday,recurringSaturday,recurringHide,isHealthTrack,healthTrackGoal,healthTrackData,healthTrackType
1331,115,CB5D1B27-1717-48CC-8961-6E6955922431,create,11/3/21 9:40,-700,scheduled,11/4/21,0,11:45:00,13:45:00,1,0,0,1,0,0,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
1543,115,CB5D1B27-1717-48CC-8961-6E6955922431,complete,11/6/21 19:01,-700,scheduled,11/4/21,0,11:45:00,13:45:00,1,0,0,1,0,0,1,1,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
1544,115,CB5D1B27-1717-48CC-8961-6E6955922431,delete,11/6/21 19:02,-700,scheduled,11/4/21,0,11:45:00,13:45:00,1,0,0,1,0,0,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
1554,115,58B16CCC-037D-4044-8BCC-3270036EB276,create,11/7/21 15:51,-800,scheduled,11/7/21,0,18:00:00,19:00:00,1,0,1,0,0,0,1,0,0,11/7/21,,none,0,0,0,0,0,0,0,0,0,,,
1686,115,3DE2B303-B4F0-4336-8E58-E4C85783BC67,create,11/9/21 10:33,-800,scheduled,11/15/21,0,0:00:00,20:00:00,1,0,0,0,0,0,1,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
1688,115,3DE2B303-B4F0-4336-8E58-E4C85783BC67,complete,11/9/21 10:34,-800,scheduled,11/15/21,0,0:00:00,20:00:00,1,0,0,0,0,0,1,1,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
1690,115,3DE2B303-B4F0-4336-8E58-E4C85783BC67,complete,11/9/21 10:34,-800,scheduled,11/15/21,0,0:00:00,20:00:00,1,0,0,0,0,0,1,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
1701,115,3DE2B303-B4F0-4336-8E58-E4C85783BC67,complete,11/9/21 10:35,-800,scheduled,11/15/21,0,0:00:00,20:00:00,1,0,0,0,0,0,1,1,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
1702,115,3DE2B303-B4F0-4336-8E58-E4C85783BC67,complete,11/9/21 10:35,-800,scheduled,11/15/21,0,0:00:00,20:00:00,1,0,0,0,0,0,1,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
1705,115,3DE2B303-B4F0-4336-8E58-E4C85783BC67,edit,11/9/21 10:35,-800,scheduled,11/15/21,0,0:00:00,20:00:00,1,0,0,0,0,0,1,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
1723,115,3DE2B303-B4F0-4336-8E58-E4C85783BC67,edit,11/9/21 10:39,-800,scheduled,11/15/21,0,0:00:00,20:00:00,1,0,0,0,0,0,1,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
1729,115,3DE2B303-B4F0-4336-8E58-E4C85783BC67,edit,11/9/21 10:40,-800,scheduled,11/15/21,0,0:00:00,20:00:00,1,0,0,0,0,0,1,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
1755,115,3DE2B303-B4F0-4336-8E58-E4C85783BC67,edit,11/9/21 10:49,-800,scheduled,11/15/21,0,7:00:00,20:00:00,1,0,0,1,0,0,0,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
1785,115,8C091C83-A3AB-468B-B7B0-E660244AD3C0,create,11/9/21 10:59,-800,scheduled,12/1/21,0,10:00:00,20:00:00,1,0,0,0,0,0,1,0,1,12/1/21,,monthly,0,0,0,0,0,0,0,0,0,,,
1792,115,1199B46E-0FAB-4378-963A-4E1B77181870,create,11/9/21 11:02,-800,scheduled,12/8/21,0,14:00:00,15:00:00,1,0,0,1,0,0,1,0,0,12/8/21,,none,0,0,0,0,0,0,0,0,0,,,
1797,115,8C091C83-A3AB-468B-B7B0-E660244AD3C0,edit,11/9/21 11:04,-800,scheduled,12/1/21,0,10:00:00,20:00:00,1,0,0,0,1,0,1,0,1,12/1/21,,monthly,0,0,0,0,0,0,0,0,0,,,
1802,115,8C091C83-A3AB-468B-B7B0-E660244AD3C0,edit,11/9/21 11:05,-800,scheduled,12/1/21,0,10:00:00,14:00:00,1,0,0,0,1,0,1,0,1,12/1/21,,monthly,0,0,0,0,0,0,0,0,0,,,
